c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment
129808,"Customer#000129808",87335.92,3565.45,"UNITED KINGDOM","rYhON5vmMTW7U7DGycFLsCy3pS","33-554-316-6621","ong the unusual deposits. ironically final packages are "
147521,"Customer#000147521",87013.19,2893.62,"RUSSIA","WD,r,wphAge1","32-937-301-6321","l accounts. slyly unusual deposits print about the furiou"
143716,"Customer#000143716",86651.61,5662.82,"VIETNAM","f,3zQIBiHa46L9QUF5QjP0,zqUaIT","31-351-317-2219","equests. furiously unusual requests use"
135023,"Customer#000135023",86554.10,-787.44,"UNITED STATES","U3VVCmXiAuzIxhkDDZG6OFsd7A2EzsyRwJjU","34-446-504-8134","r, regular deposits solve according to the special, special "
122125,"Customer#000122125",85985.66,6963.03,"UNITED KINGDOM","1,Sh93H15Q","33-169-186-2800","arefully thin excuses. express packages was blithely according to the accounts. carefully unusual deposits a"
143401,"Customer#000143401",85529.08,284.32,"SAUDI ARABIA","5n6g9KMkRyyJdaDPMQq","30-367-517-4888","osits near the quickly ironic deposits use among the quickly bo"
123148,"Customer#000123148",85506.99,9900.14,"SAUDI ARABIA","jO2uKGwHMVcJQvgSKNkpb5Qqz5hwE","30-700-551-9758"," nag slyly. ironic, regular foxes about the carefully pending accounts sleep blithely spe"
126382,"Customer#000126382",85044.90,7330.80,"UNITED STATES","LsUpnGFEYhtw19","34-294-387-3048","eodolites: ironic requests across the final accounts are slyly ironic,"
136765,"Customer#000136765",84819.85,902.20,"UNITED KINGDOM","u1nMtMz,kdCI5,3","33-580-775-3909"," packages cajole; doggedly regular ac"
124126,"Customer#000124126",84610.21,5320.59,"SAUDI ARABIA","MhECfjPP8PghhBUkL61MtQ","30-723-595-4877","uffily ironic foxes. regular excuses alongsid"
123668,"Customer#000123668",84596.15,1053.94,"RUSSIA","yc57nRwsA4J7My5O5uhIGI3Q6CZaynLwZLegT8","32-795-674-6141","g packages. regular, final requests are fluffily packages. requests nag furiously. blithely regular theo"
120214,"Customer#000120214",83686.27,5328.07,"RUSSIA","LZatKkd JluDyBSL9K","32-970-762-6909","lyly slyly final packages. furiously ironic packages boost b"
124048,"Customer#000124048",82599.71,-925.90,"RUSSIA","JlsFB4KaTjDA9b3iGO2AGcFg4EQ","32-749-446-4779","ic deposits. quickly special orbits cajole slyly upon the furiously final ideas. furious"
125557,"Customer#000125557",81774.99,2703.04,"UNITED STATES","CaoGITu7nqVRW","34-791-764-6125","ses affix furiously? blithely even account"
121925,"Customer#000121925",81314.30,3616.97,"SAUDI ARABIA","KpfMCDgH3PTv1sQulpdi2ohTWMHYqRe R0zMpuU","30-719-476-1434","s. furiously unusual pinto beans cajole f"
135883,"Customer#000135883",81150.08,9018.97,"UNITED STATES","cetgR2qRErnQFebtWuiUCGcT Qjday","34-534-676-1767","arefully final foxes nag blithely fluffily final asymptotes"
134899,"Customer#000134899",79235.75,4334.93,"RUSSIA","LcF6XY5TOTr7zf,","32-534-867-1399","al requests. ironic foxes sleep slyly. furious pinto"
125068,"Customer#000125068",79090.43,542.81,"SAUDI ARABIA","efvxQ3gliI9q","30-970-980-3253","ss deposits boost quickly regular requests! thin, pending deposits could have to wake. special"
120563,"Customer#000120563",78694.47,8423.24,"VIETNAM","UhLBx5eCg8IgwG2koZ Jt8yUKmjnNILdm555XLc,","31-547-692-6394","s nod about the carefully ironic "
125123,"Customer#000125123",78303.90,1390.87,"RUSSIA","PMrLNyOQedhVGjP5GfLtv RzDPoBfv","32-571-598-8447"," carefully special packages above"
126472,"Customer#000126472",78211.83,2791.48,"RUSSIA","oxSzoJks9Onu2IPRiN vp","32-932-432-2911","carefully regular ideas are furiously after the blithely pending pearls. unusual, even deposits nag "
139399,"Customer#000139399",78111.62,1075.67,"UNITED KINGDOM","sTzbnlITWs q4ENf5p6,0xG CBh vhsK","33-963-508-7398","ular deposits. special excuses nag carefully carefully final theodolites. express accounts nag. pe"
145748,"Customer#000145748",77646.14,6395.91,"UNITED STATES","1wVQGhYHlrRH9hwPnuaTk5YI6G","34-117-502-4622","pecial, final deposits wake along the slyly regular pinto beans"
126580,"Customer#000126580",77596.94,9848.23,"UNITED KINGDOM","ZWjn5vuCPHzSQFIKydDd0VoXVl8AL8uhHBdU","33-580-739-1616","ar packages cajole slyly above the fluffily ironic theodolite"
144452,"Customer#000144452",76888.52,2779.06,"UNITED KINGDOM","vjAvStwvY6mC,sZf,P5Lxr9ua,","33-811-363-7258","efully. carefully regular requests among the furiously even packages are furiously blithely final depend"
132232,"Customer#000132232",76764.00,9468.79,"VIETNAM","2ihrN5HjnnoZoOE6zzzR,AicOPA","31-825-254-4123","ounts are quickly carefully unusual instructions: slyly final pinto beans haggle among the boldly ironic exc"
132239,"Customer#000132239",75927.85,467.00,"UNITED KINGDOM","qLLE939P2R7rMatw03UST2T4BE7Tpa2","33-965-244-6041","pains haggle furiously along the even packages. furiously final de"
135899,"Customer#000135899",75374.39,-816.03,"RUSSIA","mYQAayGXXn","32-809-716-5310","usly ironic instructions. accounts cajole. slyly final accounts boost after the regular, pending deposits. silent,"
135001,"Customer#000135001",75312.56,2493.83,"RUSSIA","xEA cCKSqsuuP kd,GghKbvfQha06R3y7kyD","32-957-348-8193","blithely final packages. regular, final ideas along the regular, regular foxes haggle blithely furiously regular "
130145,"Customer#000130145",74869.42,5900.92,"SAUDI ARABIA","Sw39isIDU7ZwNML qK8zrAArcFG4Gw","30-481-321-5845","ithely special foxes haggle fluffily express platelets? slyly reg"
149935,"Customer#000149935",74571.28,509.96,"VIETNAM","IABC2cbO6JCnZD","31-194-319-7907","t platelets according to the blithely brave deposits haggle quickly after the regular instructions. regular"
134476,"Customer#000134476",74380.80,9898.06,"VIETNAM","OsUIicTS9j1T0M5Rj","31-164-235-7820","ght wake quickly pending pinto beans. furiously ironic requests cajole across the fluffily regular requests. carefu"
132950,"Customer#000132950",74339.50,6445.32,"UNITED KINGDOM","YP9urfPKBbFzXmH0,PTYohaymgtlS 5tOz,abptj","33-320-588-6218","furiously bold accounts was. even theodolites sleep doggedly according to the carefully regular"
121898,"Customer#000121898",73725.84,7.59,"VIETNAM","VWbpwdTtdRz6gxakwzbyJzSo8Ef1BVB9Lg","31-553-623-2229","out the quickly pending theodolites detect sometimes after the blithely ironic asymptotes. carefully"
124243,"Customer#000124243",73083.01,3553.99,"UNITED KINGDOM","C3qiU0EETgmu","33-709-895-3181","s. blithely express theodolites sleep blithely "
140563,"Customer#000140563",72908.80,1636.48,"UNITED KINGDOM","N3JUXPQwJpbsiN5ily8pXm,Kgl2t","33-167-268-7682","gly. ironically ironic accounts sleep blithely final, special excuses. pinto beans according to the asymptotes w"
144038,"Customer#000144038",72600.34,5296.83,"UNITED STATES","v52NhMIF1FNMnTroSgHLWsW0T","34-158-139-9402","ly against the slyly special theodolites. excus"
137137,"Customer#000137137",72281.60,7376.93,"UNITED STATES","MH3E925taYqakq4BSR ","34-866-231-2308","s the special, regular deposits. accounts after the regular "
140530,"Customer#000140530",71986.42,2629.57,"VIETNAM","T1o0EFBhBxWtWoaZ2IDo2","31-843-627-7724","rts. ironic, express pinto beans cajole carefully. regular theodolite"
140002,"Customer#000140002",71071.79,7914.10,"UNITED KINGDOM","8UWLS,im0k94ivCVx","33-146-814-9234","eep behind the quickly bold foxes. furiously ironic ideas shall have to sleep. regular packages"
121070,"Customer#000121070",70966.40,2720.52,"UNITED STATES","nTyDhU0YvJRkPf9iY9RomJTLQ7Wf0UCpEl","34-461-931-3175","st furiously. regular dependencies run. pending, regular ideas wake. regular instructions boost carefully quick"
138980,"Customer#000138980",70963.42,2835.07,"RUSSIA","oEd44GyFrJSyP0z3uIBH3ZHJERknzCtWv2T3EO","32-556-686-1328","rnes. silent, unusual deposits wake furiously. furiously fur"
147809,"Customer#000147809",70696.79,7541.91,"UNITED STATES","YZ2EliJwee fm","34-576-461-8702"," courts haggle quickly around the regular instructions. even ideas above the slyly bold orbits sleep qui"
130390,"Customer#000130390",69359.58,1330.03,"UNITED STATES","vmd6duZ9spTAL,","34-620-890-6556","e. quickly unusual excuses detect. carefully regular instructions use slyly after the regular packages. quickly spec"
144523,"Customer#000144523",69136.76,6886.95,"SAUDI ARABIA","U,mNRyWxQyUxnxnHH3FWVdcMxlXm,","30-335-927-7174","hely express accounts. blithely special epitaphs are above the slyly even accoun"
148250,"Customer#000148250",69122.27,9368.81,"SAUDI ARABIA","Pv3MxGimdpl7Zo00","30-487-437-9853","ickly above the regular patterns. carefully special request"
142912,"Customer#000142912",68917.14,6200.03,"UNITED STATES","gI CCKiBo9B4","34-241-492-2597","gged sauternes nag furiously alongside of the doggedly final instru"
141793,"Customer#000141793",68650.13,5825.99,"RUSSIA","g6Xk9iw9NpA8","32-267-500-1625"," wake carefully ironic ideas. silently even requests are quickly. blithely express sentiments wake "
137584,"Customer#000137584",68557.50,496.31,"UNITED STATES","b62gX1GymmbZcGUsFor0","34-951-692-4919","ges wake according to the express, regular accounts. car"
125233,"Customer#000125233",67576.81,2811.19,"UNITED STATES","Zui1sZx1tmzbZXvBi9I4dXIyGYfseFwKwsRVDp","34-766-217-7962","its nag carefully slyly idle deposits. qu"
133205,"Customer#000133205",67428.18,2372.17,"VIETNAM","0jLEk5ccaxuNP6WgqMgYQmyv,hSoSN7Omy","31-395-500-7676","ing foxes. unusual deposits are carefully. slyly express instructions sleep quickly across the even"
144035,"Customer#000144035",65921.79,8778.43,"VIETNAM","N79,yEsnPO0VxUXmc4SCAL2JI3","31-683-405-3732","he express accounts cajole slyly iron"
148145,"Customer#000148145",65329.87,-140.09,"UNITED STATES","wv,sA3mDAw5FN5VX","34-798-252-5843","sual packages. quickly regular theodolites until the bold "
126895,"Customer#000126895",64939.48,6589.27,"UNITED STATES","gffDdrbHU1LsC0l4EISkF","34-712-849-2247","bout the bold multipliers grow quickly regular ideas. quickly unusual theodolites wa"
147466,"Customer#000147466",64922.28,9245.68,"RUSSIA","hypChd,Oy1OJo2t38BHtt5agF4mt","32-384-753-3388","st the unusual platelets. carefully even requests along the express, final packages c"
145186,"Customer#000145186",63947.09,6478.99,"RUSSIA","ysDCge0pJnC65","32-303-170-4040","ironic accounts-- regular, ironic theodolites haggle slyly eve"
129559,"Customer#000129559",63164.44,5507.53,"VIETNAM","DaNgRqV3BM0xsd2X4","31-379-697-3542","bold deposits are quickly express, unusual packages. instructions sleep fluffily. regular"
139237,"Customer#000139237",62018.30,6831.33,"UNITED STATES","TsPDkbt9BGz69YJ4GjxV","34-353-292-1143","ole ideas. pending requests outside the blithely regu"
120199,"Customer#000120199",61210.80,3790.17,"SAUDI ARABIA","w6TA,GXNKOMzoHcCKmArLsISJ7uo0","30-349-891-8114","ly even dugouts. slyly bold packages sleep quickly among the deposi"
124459,"Customer#000124459",61011.88,-416.49,"VIETNAM","YJ65W5bkGU51EZtg2p5IYgtMyV3cX","31-862-591-5375","osits sublate ironically at the slyly special asymptotes. slyly unusua"
144652,"Customer#000144652",60820.03,5297.64,"VIETNAM","Z5VcYLjOG8uI3KBaFmSf32lvh7,8cV3TNb","31-427-288-9877","y slyly ironic requests. slyly pending accounts after the ironic "
133645,"Customer#000133645",60708.63,2579.59,"RUSSIA","J3bz7eMWHAAtU","32-838-944-7980","xpress requests sleep furiously. fluffy foxes"
148027,"Customer#000148027",60521.06,-149.15,"RUSSIA","4JTa6OA6QkxrJl5MZUjcPbgv,E3ejD","32-609-247-3699","hely. braids haggle furiously even packages. blithely final deposits breach furi"
129484,"Customer#000129484",60518.99,8090.22,"VIETNAM","QSvdPPzWH42OScOZSUgUGEme6oxluzOCH","31-130-989-3901"," after the furious requests. silent epitaphs haggle"
125719,"Customer#000125719",60419.27,148.04,"UNITED KINGDOM","mmFNRxohfNUAXt8wBZiLjYKQ74i65P","33-621-324-1197","y express ideas. carefully pending requests around the blithely "
134278,"Customer#000134278",59287.26,6162.75,"VIETNAM","BSofJKSJbb,","31-539-463-8984","even requests sleep. final sheaves wake carefully. carefully ironic courts sleep carefully. enticingly fluffy theodo"
131669,"Customer#000131669",58527.06,5194.16,"UNITED KINGDOM","XqcSB0fQuDtl","33-541-912-9280","attainments. furiously regular requests solve doggedly slyly unusual accounts. furiously regular account"
144904,"Customer#000144904",58343.02,6499.38,"UNITED STATES","2dvzo0PjnfW4UjNA2UM5O7gVL","34-526-550-2047","ide of the final, unusual dolphins. regular requests are blithely! carefully pending accounts boost blith"
121684,"Customer#000121684",57654.21,9457.19,"SAUDI ARABIA","RhrQogDCeRI","30-276-890-3110","r the even accounts. express, regular deposits need to nag carefully express"
145705,"Customer#000145705",57398.11,7615.85,"SAUDI ARABIA","edDe7MvzwifsC9zFD kNfeJwTvNpapVnlVVVQ","30-194-921-3092","ajole furiously? furiously unusual packages across the quickly ironic depos"
129763,"Customer#000129763",56664.90,9713.82,"RUSSIA","6 ouIFYI46MEo","32-936-662-8172","y bold grouches. regular dolph"
121171,"Customer#000121171",56597.97,9449.00,"SAUDI ARABIA","nOovzyymF79r453wrMcDG,G8NMotp7KSgP","30-130-829-3548","he special, express accounts. carefully slow instr"
135415,"Customer#000135415",56483.42,7974.00,"VIETNAM","wOUEXEh3bwH c9RBaR","31-610-656-1601","ruthlessly final theodolites solve fluffily above the packages. final pinto beans acros"
144637,"Customer#000144637",56353.48,6552.06,"RUSSIA","zmt44538TJDKt9la","32-427-983-1334","p quickly about the fluffily unusual tithes. final, even asymptotes wake blithely bold"
149936,"Customer#000149936",55273.46,-162.36,"SAUDI ARABIA","dfY6wdqwW2lbYWoFCDZDon5t","30-854-704-2970","cajole furiously regular deposits. carefully daring packages are slyly slyly even foxes. sl"
122993,"Customer#000122993",55047.33,1570.23,"UNITED STATES","43EaA6lwxdOK,LpEGvP","34-952-429-5063"," requests detect regular theodolites. ironic dependencies are daring depend"
130831,"Customer#000130831",55038.22,7131.22,"UNITED STATES","u4D4tlnFRE4rhKhy","34-536-334-1938","fluffily pending requests sleep. furiously regu"
130175,"Customer#000130175",54687.55,2676.10,"UNITED STATES","NZ8g5E0rBhOK3,0OTVLKNSo","34-753-417-1758","ial asymptotes cajole fluffily along the pending packages. excuses "
145031,"Customer#000145031",54568.15,5510.95,"SAUDI ARABIA","BQHjGqwGz2Od","30-438-721-7725","ide of the fluffily regular accounts dazzle carefully regular deposits. furiously spe"
137579,"Customer#000137579",54528.06,2791.56,"RUSSIA","9LCzyNbgsTG 3u3JofX98EyH","32-970-662-2118","refully. express requests along the blithely ironic packages haggle blithely final accounts. furiously ironic"
145690,"Customer#000145690",54431.42,3200.95,"UNITED KINGDOM","vOVzgAL C8DfdBg8L0wxk","33-583-815-5016","s across the final, regular accounts haggle carefully bold packages. regula"
149683,"Customer#000149683",54264.61,3317.49,"UNITED KINGDOM","pp6HoBzP3ABlHueh5nduKF D6YBgQ80Hzs","33-932-602-8093","onic instructions. blithely express accounts wake blithely"
126824,"Customer#000126824",53655.35,1078.13,"UNITED KINGDOM","hxjOEx62bwP2XkMB76 MfGM2Z9Hg3b ,Oj5fbQVl","33-836-614-2661","ptotes are across the instructions. carefully ironic d"
140287,"Customer#000140287",53155.06,3591.95,"VIETNAM","LimDX3MjR7lkM07UxfnrhM9KPhgDJa","31-261-681-1974","ringly even instructions cajole slyly pending"
136813,"Customer#000136813",53050.20,6951.23,"VIETNAM","oAvH3C2cqpjYYfHMsEnl6IY5QiHcfMHc0eeHg2m,","31-235-785-8629","usual deposits cajole. fluffily even accounts haggle carefully. pinto beans are quickly against the unusual platele"
141131,"Customer#000141131",52350.50,2766.18,"VIETNAM","1N3TAJG0E C1mNdtZXQvqHMvh9Y0","31-342-966-2184","ously final theodolites wake furiously above the carefully fin"
126319,"Customer#000126319",52186.76,820.59,"RUSSIA","g3dhuzpfVSKAYx","32-802-301-7897","equests nag across the slyly unusual theodolites. slyly regular braids maintain. quickly even deposit"
132518,"Customer#000132518",52024.08,2295.12,"VIETNAM","p1xwk1ON,B1lLPVHGs,Ocnk5ri1iB","31-249-994-6430","g, pending foxes are fluffily around th"
136555,"Customer#000136555",51614.71,-418.02,"RUSSIA"," 9yNk,LUAy4PI f6z1WNyu jFV2bgUx,C46ZTk","32-358-711-3752","nts cajole on the pending deposits; even, pending requests at the blithely bold packages nag abou"
141571,"Customer#000141571",51449.51,6946.69,"UNITED STATES","JCxy7dI3GWL hqD 57YbS22gtfNW8tlR1clGEu","34-829-278-8613","s. pinto beans sleep. blithely silent deposits affix permanent deposits. special, special asymptotes"
137062,"Customer#000137062",51065.07,9463.34,"SAUDI ARABIA","YCXvbuouENBfEEE0jWdS,i","30-960-817-3167","hely quickly final requests. slyly bold packages haggle. "
147307,"Customer#000147307",50941.67,-277.55,"RUSSIA","smI69tytK0BDZQKJJjj8uXdy66MZ","32-579-908-7612","r packages maintain among the blithely regular packages."
129382,"Customer#000129382",50912.02,9832.96,"VIETNAM","KMFZk5iCjlu7WLh8QyP6","31-385-264-1492","fully above the slyly bold deposits"
143681,"Customer#000143681",50828.97,193.97,"SAUDI ARABIA","vsO,Wo5WuLO10J8G6m9DZhKbJX8lIc2o","30-473-853-4273","uiet deposits wake quickly according to the pinto b"
134864,"Customer#000134864",50467.11,6475.97,"UNITED STATES","o7Uq33LWcbdP2vMa qsfbn94KZBzR","34-427-399-6047","ckly regular asymptotes. always bold dinos haggle pinto beans. accounts nag slyly. s"
123118,"Customer#000123118",50074.70,6850.24,"SAUDI ARABIA","JSBfGtBMDftBCUsG1yevGXx9","30-346-486-6737","lent requests cajole carefully n"
131878,"Customer#000131878",49951.61,4097.36,"UNITED KINGDOM","ez06MYiwVwqhgSzQ58i3sxJadukb","33-877-517-2107","refully. fluffily even hockey players to the ironic requests sleep against the final, unusual accounts? blit"
147302,"Customer#000147302",49563.19,-993.78,"VIETNAM","QGM7g59G8FUfqUbRm1shpvkDl14XsfIWZwT5nLJ","31-578-392-5542","nag blithely along the pending accounts"
144226,"Customer#000144226",48564.91,1473.90,"RUSSIA","vKHSKwhC6c20zOs15sH BhD1iR","32-212-881-6790","le fluffily about the dependencies. asymptotes "
143296,"Customer#000143296",48492.64,7941.96,"VIETNAM","w24TZdvHHPsPOm5LHd2E92yr4i","31-883-496-9714","refully ironic accounts! blithely silent pinto beans wake carefully. dolphins x-ray doggedly after "
122158,"Customer#000122158",48401.19,8062.07,"SAUDI ARABIA","PMj5vabYcGs4XknkZIFWkI6f","30-846-357-9600","daring ideas haggle furiously re"
148648,"Customer#000148648",47559.44,7261.70,"RUSSIA","OVlQOPa1fY1oZWNPj","32-738-550-6564","lay ironic foxes. requests believe about the regular accounts."
126532,"Customer#000126532",47498.37,1660.75,"UNITED STATES","DSPozoGTzc62","34-126-934-4039","eodolites solve carefully. blithely sly dependencies boost slyly"
134099,"Customer#000134099",47192.04,6109.18,"UNITED KINGDOM","hBTDKwl6CpsPPLFwUQZWYRcXOsPNk6","33-744-443-4228","gular packages serve blithely accordin"
143738,"Customer#000143738",46792.17,2292.24,"VIETNAM","P73BQ3gRYqzPHMCExqM","31-278-107-7710"," finally final foxes. special accounts against the ironic, regular packages sleep ent"
125425,"Customer#000125425",46408.50,7297.84,"UNITED STATES","qa6SC1YjOQHXWXQdNYylQs9fhn2LVwgBVs fWhw","34-761-773-3479","mong the accounts boost blithely alongside of the blit"
126787,"Customer#000126787",46309.58,8568.89,"UNITED KINGDOM","4ROSY5gVfbQ ia,il3kC2P6S2vT5ulEYNq","33-603-985-5962","uffily. regular, regular acco"
120041,"Customer#000120041",46049.70,1188.45,"RUSSIA","A48VLiJCtL6pFFNkrzyxpvm5U3gdlHvrL","32-989-353-2389","tect furiously alongside of the ironic, pendin"
146492,"Customer#000146492",44883.05,6279.58,"VIETNAM","bbYodTd,DkbkjMnb2l7kGXG gVu8hiyOF","31-594-582-7591","nding deposits cajole carefully. slyly unusual requests wake blithely."
122461,"Customer#000122461",44515.21,4619.92,"RUSSIA","gV,B61aopG3vGml2NyQRro01CdCcbUDQ8tGW","32-522-828-9364","ublate at the silent, ironic "
133961,"Customer#000133961",44326.16,2756.95,"VIETNAM","n9f03TUw9O","31-597-865-4475","ic requests sublate slyly. somet"
133232,"Customer#000133232",44294.13,6391.25,"UNITED STATES","VLXniLMdmf9d0XiKmSpbK ","34-990-119-6504","l instructions affix quickly furious"
126899,"Customer#000126899",44069.97,2516.71,"UNITED STATES",",XoJIBrPqMgV","34-271-413-6793","ronic asymptotes believe besides the slyly regular deposits. quickly special e"
145609,"Customer#000145609",43902.33,1126.13,"RUSSIA","QZAhRnXld6a2qYpLZD,cC6Qys2zpCZ5sX","32-180-302-8471","y regular foxes. slyly even excuses nag above the ruthlessly final platelets. "
146726,"Customer#000146726",43750.24,991.63,"VIETNAM","p9i9moJuXv rxD36fbz6OVBr,Cyo9G,4DbIOlP98","31-138-941-2315","nts sleep quickly after the carefully regular ideas. even, regular accounts are blithely quickly unusual pinto b"
123997,"Customer#000123997",42840.90,3767.56,"RUSSIA","uOFHXx4NsRevYw0jjfOfpXgSoYTx2pX7LhC","32-807-348-7851","ross the brave instructions. final, ironic deposits cajole carefully. ironic deposits nod bli"
147562,"Customer#000147562",42747.82,9213.79,"VIETNAM","1750JHNPYmEHEN5h8","31-136-473-5844","eans nag fluffily asymptotes. slyly pending requests wake. slyly"
134605,"Customer#000134605",42653.30,3057.91,"UNITED KINGDOM","JkFwKdqBaF9v","33-708-779-1447","efully regular dolphins haggle quickly accounts. slyly regular packages among the dogg"
146401,"Customer#000146401",42626.25,6501.83,"RUSSIA","Q3JNnxYGt8TKz3HVJJwqsPug9MPqd","32-559-648-4050","xes cajole furiously bold theodolites. final theodol"
145694,"Customer#000145694",41949.88,822.18,"SAUDI ARABIA","57FthifAt3u0cudDudzNvW","30-986-919-1932","le furiously. asymptotes along the furiously even packages wake quickly even accounts. dependencies are furious"
133697,"Customer#000133697",41267.00,298.88,"RUSSIA","WNIkDpOm6o5","32-812-529-6844","old theodolites affix according to the slyly even sauternes. furiousl"
124828,"Customer#000124828",40820.35,6629.21,"RUSSIA","tbqVz3OPL,mo9UJkmnex4vzl3HjJp","32-517-907-2209","nts use fluffily according to the theodolites. blithely unusual dependencies solve fluffily. ca"
121663,"Customer#000121663",40258.20,3726.87,"SAUDI ARABIA","2rfVRhk1DTfILMlxCQIZv8srS1LQT69ugGTaW","30-371-928-3472"," across the silently even accounts: furiously "
124738,"Customer#000124738",40137.64,9862.25,"VIETNAM","pu 17m2ChI0UnyGJ1SKf","31-511-903-4281","uts. special deposits about the slyly even accounts boost"
134449,"Customer#000134449",39402.80,-633.40,"VIETNAM","6ppsqkB9gnjSD8icYdzqcaXAm4Yjp5dI67VR ","31-678-313-3062","sits: pains cajole fluffily. warthogs wake. even, pending deposits play sile"
139796,"Customer#000139796",38893.22,4116.17,"SAUDI ARABIA","ZxbVPK63FqKgqloZhtzuSDmuMJA3bqs","30-904-174-9773","quests haggle furiously. final packages print final dugouts. express deposits wake against the ironic fo"
146542,"Customer#000146542",38687.12,4415.68,"VIETNAM","Vn,nM3vs3jkIpI","31-472-269-2541","t the regular excuses. bold, regular requests use carefully r"
139094,"Customer#000139094",38219.47,8364.84,"VIETNAM","eqjSgQM8aGzFk7OB","31-745-812-6182","s? blithely final deposits wake slyly furiously reg"
127085,"Customer#000127085",37434.03,4504.74,"VIETNAM","cX5qEZ40e36UmRhGPCQpWUSHgCg","31-525-262-8280","es. furiously express theodolites sleep fluffily according to th"
131455,"Customer#000131455",37158.57,1543.50,"RUSSIA"," ksCIfkrZgnbrSUsT32amio9zekT8PVc3Y","32-677-687-6932","beans wake quickly among the fluffily sly platelets. carefully "
147767,"Customer#000147767",37001.76,7465.99,"VIETNAM","rWRFEmZGZQzGZdxcQ","31-524-116-8079","ress pinto beans past the express theodolites haggle carefully silent ideas. fluffily ironic d"
146474,"Customer#000146474",36902.88,-24.11,"UNITED STATES","LpA8GtxcmrbTxNxKiAusuDnjz7w1z","34-504-705-1387","at the furiously final accounts. blithely silent deposits detect carefully. ironic requests hinder. fl"
141634,"Customer#000141634",36565.62,7711.83,"UNITED KINGDOM","EsPDq23aAldGw","33-696-209-5117","g pinto beans wake slyly. deposits cajole after the fluffily e"
146938,"Customer#000146938",36503.83,5444.97,"RUSSIA","V8ibSXxu8PeWx9u6k5HoIvsCw3y8HmNEx","32-261-447-5618","s haggle slyly unusual accounts. even a"
145060,"Customer#000145060",36453.21,4217.22,"UNITED KINGDOM","d1kxe7k4gedkWst3rQsnEtghllymVB22e","33-739-302-9471","dolites. express, pending pinto beans x-ray fluffily; slyly special pinto beans are after the "
124400,"Customer#000124400",35995.78,1824.36,"UNITED KINGDOM","tRQCHDeHJidaMwzbuGdNrZ,iBKKwu","33-718-481-9882","tain slyly alongside of the ironic packages. furiously express theodolites against the regular, bold depos"
144830,"Customer#000144830",35019.58,9686.10,"SAUDI ARABIA","iWLLg4ju0RECtkR","30-288-489-5281","ly special packages. carefully brave packages haggle slyly slyly regular requests. carefully pending grouc"
145375,"Customer#000145375",35003.20,2655.98,"UNITED STATES","HmzTJqmoc5U9weR","34-415-847-1841","instructions wake carefully quickly careful pin"
129998,"Customer#000129998",34722.71,4602.12,"RUSSIA","8Q0hEfpZLN0nkhrmNwUwCK3hvk 8J","32-242-900-9684","longside of the foxes wake slyly regular pearls. blithely regular as"
129770,"Customer#000129770",34337.76,9245.39,"VIETNAM","8Y2lHek,VaEWk99trTnLkUJzf","31-975-306-9637","ls. slyly final theodolites wake slyly. quickly ironic hockey players about the even, unu"
131032,"Customer#000131032",34196.72,6161.30,"UNITED STATES","ciGI0b8M1rSPncIEIS4caXJ2jS9RPNwKmUjJug","34-402-606-1848","bold, regular warthogs cajole furi"
135523,"Customer#000135523",33561.89,4326.13,"RUSSIA","5J8vVLnXF6l5YjS","32-934-455-3480","eposits nag slyly regular dugouts. theodolites along the carefully silent de"
128092,"Customer#000128092",32949.42,2840.85,"VIETNAM","aZ9qwiOwLPV VQKdqMES","31-970-243-1569","wake. stealthy, ironic pinto beans haggle along the carefully ironic package"
148252,"Customer#000148252",32864.15,5862.98,"UNITED STATES"," ohc Us8EiHvpFK0SddCQFzN,T34QQZej","34-759-967-7952","se, ironic requests sleep furiously. slyly even theodolit"
137827,"Customer#000137827",32771.86,9669.05,"UNITED KINGDOM","IklJWnEIx4Ip4qMcnSUPgRCU7FLlfI7,rr","33-397-981-3529"," furiously silent pinto beans. carefully regular deposits against the sly"
123943,"Customer#000123943",32612.14,3507.42,"RUSSIA","pF4Eh8Hm7ULqtn","32-209-467-7975","gular asymptotes cajole slyly. waters affix slyly final, regular requests. ironic accounts are about the furio"
135469,"Customer#000135469",32025.77,2305.89,"SAUDI ARABIA","IufSBS772QJyusYwlIo","30-202-489-4848"," the thinly ironic frays sleep furio"
129469,"Customer#000129469",31840.71,263.84,"UNITED KINGDOM","aqtPbK9XmYfgwej,O3T5aJ","33-569-572-3655","symptotes according to the pearls kindle quickly slyly unusual accounts. final instructions are quickly eve"
137947,"Customer#000137947",31454.83,5632.75,"SAUDI ARABIA","KtvVLI2UsgAiM7jbj2xtZBSye1WmUB","30-777-459-3422","quests are ironic accounts. pending, final instructions wake slowly about the blithely special requests"
146032,"Customer#000146032",30937.98,2441.33,"SAUDI ARABIA","AJ9Mt1IzMm2d1nL9D4YH7E6aqEvkmj5EY","30-461-521-2690","tions cajole according to the slyly regular"
128221,"Customer#000128221",30738.65,5117.64,"SAUDI ARABIA","6oMe7UnF8TjBAKFZrGV","30-586-819-7112","uses haggle alongside of the final accounts. carefully regular pinto beans t"
138730,"Customer#000138730",30073.71,5310.85,"SAUDI ARABIA","QqzrCUxpNPKDievqb60y0oqm7NOiDec","30-300-316-1320","sly regular deposits haggle. ironic th"
